Obs#,Time,Date,configName,configAuthor,remark,Row,Pot,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt,,,,,,,,,,,,,,,,,
41,11:55:19,5/31/2024,TIP24,Zach Peagler,,4,5,,0.291802,2.922736,0.265313,3.557187,1.919971,1.823345,3.204223,1.284253,18.539677,19.522165,32.580379,0.441786,PSF-01133_20240531115519,0,0,0,125.131134,406.618591,0.692264,0.5,0.8,112.993332,70.59,67.03,22.41,25.13,98.35,156.8,154.2,1.7,408,3.652,11:50:26,5/31/2024,-1.16,0.071,0.089,-9999,0.085,-1.011,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.516398,2.436781,1.6907,0.947992,0.302523,0.033141,0.082896,0.470173,125.131134,0.00035,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240531115519,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z,,,,,,,,,,,,,,,,,
42,11:55:25,5/31/2024,TIP24,Zach Peagler,,4,6,,0.349903,2.922208,0.312486,3.969669,1.928493,1.82062,3.145708,1.217215,18.510847,19.607626,31.98345,0.441786,PSF-01133_20240531115525,0,0,0,125.626801,409.020081,0.692859,0.5,0.8,111.784424,70.75,66.8,22.44,24.82,98.35,156.8,155.8,0.6,403,3.657,11:50:26,5/31/2024,-1.16,-0.03,0.053,-9999,0.48,-0.58,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.516059,2.436987,1.690131,0.952322,0.302114,0.029155,0.083586,0.465986,125.626801,0.00036,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240531115525,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z,,,,,,,,,,,,,,,,,
43,11:55:30,5/31/2024,TIP24,Zach Peagler,,4,7,,0.389935,2.919544,0.343991,4.296009,1.94666,1.829698,3.143164,1.196504,18.603613,19.792835,31.958389,0.441786,PSF-01133_20240531115530,0,0,0,116.97686,422.993317,0.723455,0.5,0.8,104.959373,71.27,66.99,22.47,24.81,98.35,156.4,155.6,0.5,363,3.657,11:50:26,5/31/2024,-1.16,0.076,0.057,-9999,0.705,-0.744,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.516322,2.437639,1.687266,0.95174,0.301703,0.028609,0.084279,0.429874,116.97686,0.000353,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240531115530,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z,,,,,,,,,,,,,,,,,
44,11:55:37,5/31/2024,TIP24,Zach Peagler,,4,8,,0.299886,2.921926,0.271973,3.214653,1.908791,1.821397,3.042056,1.133265,18.518747,19.407305,30.929581,0.441786,PSF-01133_20240531115537,0,0,0,120.569588,407.46582,0.704099,0.5,0.8,99.319412,69.74,66.55,22.51,24.26,98.35,156.7,155.8,0.6,353,3.656,11:50:26,5/31/2024,-1.16,0.071,0.036,-9999,0.522,0.255,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.515693,2.435685,1.689826,0.952166,0.301279,0.02188,0.085037,0.42094,120.569588,0.000351,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240531115537,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z,,,,,,,,,,,,,,,,,
45,11:55:42,5/31/2024,TIP24,Zach Peagler,,4,9,,0.268018,2.919968,0.245486,2.823889,1.900018,1.823124,3.003184,1.103166,18.53677,19.318598,30.535133,0.441786,PSF-01133_20240531115542,0,0,0,118.979576,404.049744,0.705532,0.5,0.8,93.471222,69.3,66.5,22.54,24.05,98.35,156.5,157.6,-0.7,331,3.648,11:50:26,5/31/2024,-1.16,0.012,-9999,-9999,0.068,-9999,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.515617,2.435124,1.687721,0.957176,0.300942,0.019091,0.08558,0.401891,1.015663,0.000352,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240531115542,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z,,,,,,,,,,,,,,,,,
46,11:55:48,5/31/2024,TIP24,Zach Peagler,,4,10,,0.34898,2.922023,0.311748,3.358067,1.926206,1.834935,2.95936,1.033155,18.656008,19.583967,30.088177,0.441786,PSF-01133_20240531115548,0,0,0,110.921143,390.785706,0.716159,0.5,0.8,91.488838,70.1,66.78,22.57,23.8,98.36,156.7,155.8,0.6,319,3.648,11:50:26,5/31/2024,-1.16,0.115,0.089,-9999,0.409,0.344,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.515999,2.436129,1.689931,0.952336,0.300495,0.015858,0.086408,0.391376,110.921143,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240531115548,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z,,,,,,,,,,,,,,,,,
47,11:55:54,5/31/2024,TIP24,Zach Peagler,,4,11,,0.387116,2.921726,0.341826,3.44285,1.930557,1.836966,2.896867,0.96631,18.676994,19.628563,29.453327,0.441786,PSF-01133_20240531115554,0,0,0,118.087646,425.164459,0.722254,0.5,0.8,99.911713,70.13,66.73,22.6,23.45,98.35,156.7,155.8,0.6,346,3.656,11:50:26,5/31/2024,-1.16,0.129,0.152,-9999,0.177,-2.018,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.51593,2.436166,1.689611,0.952175,0.300144,0.011468,0.087027,0.414886,118.087646,0.00036,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240531115554,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z,,,,,,,,,,,,,,,,,
48,11:55:59,5/31/2024,TIP24,Zach Peagler,,4,12,,0.286047,2.91992,0.260525,2.829098,1.909457,1.832424,2.951115,1.041658,18.630907,19.414129,30.00503,0.441786,PSF-01133_20240531115559,0,0,0,120.151161,420.019989,0.713939,0.5,0.8,90.296242,69.26,66.46,22.63,23.75,98.35,156.5,157.7,-0.8,316,3.656,11:50:26,5/31/2024,-1.16,0.074,0.148,-9999,0.143,-2.018,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.515551,2.435052,1.68767,0.957323,0.299838,0.014702,0.087566,0.388547,1.334667,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240531115559,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z,,,,,,,,,,,,,,,,,
1,12:16:42,6/3/2024,TIP24,Zach Peagler,,1,1,,0.719709,2.922506,0.577493,9.443746,2.299579,2.045588,3.847943,1.548364,20.925121,23.523296,39.362122,0.441786,PSF-01133_20240603121642,0,0,0,126.207947,392.985107,0.678848,0.5,0.8,116.831642,77.51,68.95,23.84,28.24,97.76,156.8,155.5,0.9,430,3.641,-11,-11,206,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.132,0.112,0.565,-0.15,0.456,-1.155,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.518722,2.445218,1.690453,0.951346,0.285614,0.053448,0.045216,0.489898,126.207947,0.000345,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121642,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
2,12:16:48,6/3/2024,TIP24,Zach Peagler,,1,2,,0.978795,2.92296,0.733254,10.955738,2.391891,2.097606,3.806295,1.414405,21.455925,24.466089,38.933704,0.441786,PSF-01133_20240603121648,0,0,0,121.850609,394.027588,0.690756,0.5,0.8,100.014061,80.47,70.57,23.87,28.05,97.76,156.9,154.5,1.5,362,3.641,-16,-3,244,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.292,0.298,-9999,0.586,0.132,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.520978,2.448972,1.690942,0.948901,0.285265,0.050839,0.045986,0.429226,121.850609,0.000344,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121648,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
3,12:16:58,6/3/2024,TIP24,Zach Peagler,,1,3,,1.032334,2.920033,0.762695,7.873429,2.336157,2.124086,3.31606,0.979903,21.730055,23.899609,33.92432,0.441786,PSF-01133_20240603121658,0,0,0,127.198578,421.669708,0.698345,0.5,0.8,91.22802,78.39,71.27,23.92,25.71,97.75,156.5,154.4,1.3,327,3.669,-22,-12,214,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.407,0.972,0.635,0.739,0.438,-0.183,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.52195,2.446326,1.687791,0.948658,0.28477,0.022512,0.04721,0.397784,127.198578,0.000353,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121658,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
4,12:17:03,6/3/2024,TIP24,Zach Peagler,,1,4,,0.804615,2.921011,0.630844,9.55928,2.404723,2.147632,3.838596,1.433872,21.971336,24.601505,39.270725,0.441786,PSF-01133_20240603121703,0,0,0,124.769569,396.749146,0.68552,0.5,0.8,76.506851,80.58,71.96,23.94,28.2,97.75,156.6,154,1.7,279,3.667,-26,-8,235,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.146,0.523,-9999,0.107,-2.079,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.522907,2.449099,1.688841,0.947532,0.284506,0.05181,0.04785,0.355512,124.769569,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121703,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
5,12:17:09,6/3/2024,TIP24,Zach Peagler,,1,5,,1.158339,2.920573,0.829391,9.943034,2.433516,2.166065,3.569469,1.135953,22.157822,24.893709,36.513973,0.441786,PSF-01133_20240603121709,0,0,0,92.856644,441.870697,0.789856,0.5,0.8,91.72345,81.4,72.45,23.97,26.95,97.76,156.6,155.4,0.7,290,3.667,-31,-9,221,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.425,0.438,-9999,0.216,-1.047,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.523585,2.450138,1.68837,0.951284,0.284175,0.036601,0.048563,0.365559,92.856644,0.000353,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121709,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
6,12:17:15,6/3/2024,TIP24,Zach Peagler,,1,6,,0.902952,2.920703,0.689721,9.565649,2.43952,2.182251,3.752417,1.312897,22.322309,24.953922,38.383579,0.441786,PSF-01133_20240603121715,0,0,0,115.81707,399.270416,0.709928,0.5,0.8,79.24585,81.45,72.86,24,27.81,97.76,156.6,154.8,1.1,279,3.667,-27,-17,241,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.234,0.174,-9999,-0.227,0.203,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524145,2.450197,1.688511,0.949616,0.283826,0.046427,0.049344,0.355559,115.81707,0.000351,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121715,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
7,12:17:22,6/3/2024,TIP24,Zach Peagler,,1,7,,0.77326,2.922321,0.611464,7.282177,2.386297,2.190583,3.51543,1.129133,22.407537,24.409494,35.959435,0.441786,PSF-01133_20240603121722,0,0,0,134.124405,413.540497,0.675668,0.5,0.8,91.372047,79.51,72.99,24.04,26.69,97.76,156.8,154.5,1.5,338,3.638,-22,-15,225,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.521,0.339,-9999,0.79,0.343,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524316,2.447727,1.690253,0.948712,0.283438,0.032774,0.050197,0.407997,134.124405,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121722,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
8,12:17:28,6/3/2024,TIP24,Zach Peagler,,1,8,,0.788389,2.920765,0.620815,8.385508,2.424144,2.198581,3.703291,1.279147,22.488539,24.795742,37.879707,0.441786,PSF-01133_20240603121728,0,0,0,118.651268,393.32663,0.698339,0.5,0.8,83.646332,80.63,73.13,24.06,27.58,97.76,156.6,152.3,2.7,299,3.638,-15,-2,257,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.223,0.379,-9999,0.88,-2.194,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524502,2.449142,1.688577,0.942961,0.283105,0.042985,0.050903,0.373671,118.651268,0.000347,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121728,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
9,12:17:34,6/3/2024,TIP24,Zach Peagler,,1,9,,0.846528,2.920012,0.656271,8.106279,2.418144,2.199963,3.588555,1.170412,22.504173,24.736015,36.708557,0.441786,PSF-01133_20240603121734,0,0,0,133.216736,415.298218,0.679226,0.5,0.8,68.454453,80.27,73.03,24.1,27.04,97.76,156.5,155.2,0.8,252,3.665,-27,-11,240,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.34,0.21,-9999,0.38,0.475,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524361,2.448687,1.687768,0.95071,0.282741,0.03621,0.051681,0.331475,133.216736,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121734,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
10,12:17:41,6/3/2024,TIP24,Zach Peagler,,1,10,,0.737519,2.920688,0.58883,6.777578,2.384031,2.201653,3.475478,1.091447,22.522436,24.388124,35.553398,0.441786,PSF-01133_20240603121741,0,0,0,131.860611,418.016907,0.684557,0.5,0.8,89.926994,78.97,72.93,24.13,26.5,97.75,156.6,154.4,1.4,328,3.665,-19,-12,236,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.244,0.357,-9999,0.632,0.313,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524216,2.447031,1.688494,0.948632,0.282344,0.02936,0.052536,0.399408,131.860611,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121741,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
11,12:17:47,6/3/2024,TIP24,Zach Peagler,,1,11,,0.626682,2.921034,0.515983,6.578006,2.38568,2.208723,3.593786,1.208106,22.594648,24.404873,36.763474,0.441786,PSF-01133_20240603121747,0,0,0,132.89595,430.127991,0.691032,0.5,0.8,72.608185,78.87,73.02,24.17,27.07,97.75,156.6,154.5,1.4,263,3.665,-25,-4,255,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.291,0.188,-9999,0.479,0.23,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524333,2.446895,1.688866,0.948734,0.28197,0.03571,0.053319,0.341003,132.89595,0.000349,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121747,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
12,12:17:54,6/3/2024,TIP24,Zach Peagler,,1,12,,0.742364,2.921006,0.591928,7.415142,2.42383,2.224444,3.61051,1.186681,22.757338,24.797161,36.937588,0.441786,PSF-01133_20240603121754,0,0,0,135.857468,428.174255,0.682705,0.5,0.8,66.705681,79.95,73.38,24.2,27.15,97.75,156.6,155.3,0.9,244,3.666,-12,-9,253,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,-0.013,0.324,-9999,0.274,0.287,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524823,2.448266,1.688836,0.950853,0.281555,0.036222,0.054176,0.324645,135.857468,0.00035,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121754,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
13,12:18:06,6/3/2024,TIP24,Zach Peagler,,2,1,,0.692544,2.922453,0.55987,7.331077,2.423744,2.226825,3.663929,1.240185,22.779417,24.793814,37.48035,0.441786,PSF-01133_20240603121806,0,0,0,123.876572,397.439362,0.688313,0.5,0.8,128.816467,79.64,73.17,24.27,27.4,97.76,156.8,155,1.2,468,3.665,-17,2,112,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.243,0.26,0.238,0.183,-0.974,-1.541,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524514,2.447851,1.690395,0.950096,0.280815,0.038439,0.055756,0.523318,123.876572,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121806,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
14,12:18:14,6/3/2024,TIP24,Zach Peagler,,2,2,,0.670821,2.920999,0.545536,6.781486,2.412158,2.229783,3.589957,1.177799,22.81131,24.677063,36.726276,0.441786,PSF-01133_20240603121814,0,0,0,132.096283,439.258209,0.699274,0.5,0.8,119.300461,79.02,73.04,24.32,27.05,97.75,156.6,154.5,1.4,427,3.664,-19,-7,138,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.376,0.316,-9999,0.74,-0.726,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524332,2.447057,1.688829,0.948793,0.280254,0.033718,0.056828,0.486573,132.096283,0.000353,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121814,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
15,12:18:19,6/3/2024,TIP24,Zach Peagler,,2,3,,0.777662,2.919951,0.614108,7.310519,2.434174,2.237452,3.562123,1.127949,22.889591,24.902096,36.44125,0.441786,PSF-01133_20240603121819,0,0,0,6.456256,461.669678,0.986015,0.5,0.8,164.639862,79.59,73.15,24.35,26.92,97.75,156.5,155.2,0.8,417,3.664,-22,-4,171,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.033,0.155,-9999,-0.002,-2.654,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524479,2.447773,1.687703,0.950756,0.279894,0.031774,0.057465,0.478508,6.456256,0.000349,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121819,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
16,12:18:25,6/3/2024,TIP24,Zach Peagler,,2,4,,0.710327,2.920334,0.571354,7.496019,2.451751,2.250114,3.694019,1.242269,23.016773,25.079346,37.786709,0.441786,PSF-01133_20240603121825,0,0,0,125.073555,418.191437,0.700918,0.5,0.8,111.610268,79.99,73.41,24.39,27.54,97.76,156.5,156.3,0.1,398,3.664,-29,-6,171,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.003,0.136,-9999,0.286,0.042,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524826,2.448277,1.688114,0.953727,0.27949,0.038728,0.058179,0.461313,2.031326,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121825,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
17,12:18:33,6/3/2024,TIP24,Zach Peagler,,2,5,,0.570071,2.921407,0.476993,6.997963,2.434451,2.246334,3.82281,1.388359,22.977695,24.901939,39.103428,0.441786,PSF-01133_20240603121833,0,0,0,129.847534,402.948975,0.677757,0.5,0.8,131.325516,79.22,73.1,24.43,28.13,97.76,156.7,154.8,1.2,484,3.634,-14,-5,107,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.032,0.202,0.257,0.866,0.443,-1.349,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524379,2.447291,1.689268,0.94955,0.279008,0.045258,0.059111,0.538016,129.847534,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121833,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
18,12:18:38,6/3/2024,TIP24,Zach Peagler,,2,6,,0.773625,2.921868,0.611672,6.448345,2.421548,2.248248,3.421351,0.999803,22.997629,24.770336,34.997456,0.441786,PSF-01133_20240603121838,0,0,0,121.663216,455.676208,0.733005,0.5,0.8,119.872726,78.64,73.01,24.46,26.23,97.76,156.7,155.5,0.8,409,3.634,-21,-9,188,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.435,0.347,-9999,0.031,-1.031,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524249,2.446547,1.689764,0.951432,0.278625,0.02238,0.059745,0.470869,121.663216,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121838,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
19,12:18:43,6/3/2024,TIP24,Zach Peagler,,2,7,,0.512933,2.922234,0.436343,6.239612,2.41904,2.251399,3.772677,1.353638,23.030502,24.745375,38.592304,0.441786,PSF-01133_20240603121843,0,0,0,124.086143,405.882599,0.694281,0.5,0.8,133.073563,78.4,72.97,24.5,27.9,97.76,156.8,155,1.1,479,3.662,-28,0,150,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.208,0.249,-9999,0.401,-2.01,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524185,2.446243,1.690159,0.950075,0.278263,0.041757,0.060384,0.533365,124.086143,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121843,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
20,12:18:48,6/3/2024,TIP24,Zach Peagler,,2,8,,0.64482,2.922275,0.528256,6.73629,2.443615,2.262675,3.651392,1.207777,23.145027,24.995869,37.350285,0.441786,PSF-01133_20240603121848,0,0,0,76.213715,400.972351,0.809928,0.5,0.8,141.753754,79.05,73.2,24.53,27.34,97.76,156.8,153.5,2.1,438,3.662,-31,-6,167,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.06,-9999,-9999,-2.397,-9999,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524498,2.447062,1.690203,0.946058,0.277917,0.034717,0.060948,0.496379,76.213715,0.000353,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121848,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
21,12:18:54,6/3/2024,TIP24,Zach Peagler,,2,9,,0.636007,2.920904,0.522284,6.109976,2.435539,2.27123,3.544224,1.108684,23.23254,24.913263,36.254055,0.441786,PSF-01133_20240603121854,0,0,0,131.482605,417.440063,0.685026,0.5,0.8,117.816208,78.6,73.29,24.57,26.83,97.76,156.6,154.8,1.1,430,3.662,-26,0,146,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,12:16:27,6/3/2024,-1.1,0.369,0.168,-9999,0.572,0.141,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524625,2.446479,1.688727,0.949668,0.277463,0.02822,0.061738,0.489643,131.482605,0.000352,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240603121854,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
