row,pot,mass,ber,eaten,mold,unsure,date,sug_1,sug_2
A,1,134.80,N,N,N,N,11-Nov,5.3,4.3
A,2,134.70,N,N,N,N,14-Nov,7.2,6.7
A,7,133.30,N,N,N,N,26-Nov,4.7,4.3
A,3,131.90,N,N,N,N,4-Nov,5.9,5.4
A,7,131.20,N,N,N,N,30-Nov,4.9,4.8
A,4,130.30,N,N,N,N,14-Nov,6.5,6.2
A,3,129.60,N,N,N,N,15-Dec,,
A,2,129.60,N,N,N,N,25-Dec,,
A,5,128.80,N,N,N,N,26-Nov,4.9,4.7
A,3,128.80,N,N,N,N,28-Dec,,
A,3,127.90,N,N,N,N,30-Nov,6.1,5.6
A,6,126.00,N,N,N,N,10-Nov,5.5,6.6
A,2,125.60,N,N,N,N,14-Nov,6.9,6.7
A,7,125.50,N,N,N,N,8-Dec,,
A,5,125.20,N,N,N,N,5-Dec,,
A,2,125.00,N,N,N,N,14-Nov,5.2,5.7
A,5,125.00,N,N,Y,N,8-Dec,,
A,8,124.80,Y,N,N,N,24-Oct,,
A,3,124.00,N,N,N,N,8-Dec,,
A,2,123.50,N,N,N,N,25-Dec,,
A,5,121.40,N,N,N,N,15-Dec,,
A,3,120.90,N,N,N,N,15-Dec,,
A,4,119.40,N,N,N,N,14-Nov,6.7,6.9
A,5,118.80,N,N,Y,N,26-Nov,4.4,4.2
A,5,118.80,N,N,N,N,15-Dec,,
A,5,118.10,Y,N,N,Y,20-Oct,,
A,2,116.80,N,N,N,N,14-Nov,5.3,7.4
A,7,115.90,N,N,N,N,25-Dec,,
A,3,114.30,N,N,N,N,25-Dec,,
A,6,114.20,N,N,N,N,10-Nov,6.5,6.8
A,5,114.20,N,N,N,N,28-Dec,,
A,3,113.70,N,N,Y,N,5-Dec,,
A,8,113.60,N,N,N,N,28-Dec,,
A,6,112.50,N,N,N,N,14-Nov,7.9,8.5
A,1,112.50,N,N,N,N,5-Dec,,
A,3,112.30,N,N,Y,N,11-Nov,5.6,6.2
A,4,109.10,N,N,N,N,25-Dec,,
A,7,108.70,N,N,N,N,26-Nov,4.3,4.9
A,7,108.30,N,N,N,N,29-Nov,7.7,8
A,7,106.90,Y,N,Y,N,15-Dec,,
A,3,106.70,N,N,N,N,25-Dec,,
A,2,105.50,N,N,N,N,15-Dec,,
A,7,104.70,N,N,N,N,7-Nov,5.3,4.1
A,3,104.40,Y,N,N,N,15-Dec,,
A,6,104.30,N,N,N,N,14-Nov,7.7,6.8
A,4,101.60,Y,N,N,N,18-Nov,,
A,3,101.20,N,N,N,N,28-Dec,,
A,8,100.60,Y,N,N,N,20-Oct,,
A,5,100.50,N,N,N,N,25-Dec,,
A,3,100.10,N,N,N,N,28-Dec,,
A,4,99.20,N,N,Y,N,30-Nov,6.7,6.5
A,4,98.70,N,N,N,N,15-Dec,,
A,3,98.60,N,N,N,N,8-Dec,,
A,3,97.60,N,N,N,N,15-Dec,,
A,5,97.50,N,N,N,N,15-Dec,,
A,8,97.40,N,N,N,N,25-Dec,,
A,7,97.00,N,N,N,N,8-Dec,,
A,3,94.60,N,N,N,N,29-Nov,6.1,6.1
A,4,94.20,N,N,N,N,25-Dec,,
A,2,94.10,N,N,N,N,14-Nov,5.4,7.1
A,3,94.00,N,N,N,N,28-Dec,,
A,6,92.60,Y,N,N,N,20-Oct,,
A,8,90.30,Y,N,N,N,20-Oct,,
A,6,89.90,Y,N,N,N,24-Oct,,
A,2,89.90,N,N,N,N,30-Nov,7.5,7.2
A,8,87.40,Y,N,N,N,2-Dec,,
A,2,85.50,N,N,N,N,28-Dec,,
A,8,85.30,N,N,N,N,25-Dec,,
A,5,85.00,N,N,N,N,25-Dec,,
A,8,83.60,N,N,N,N,25-Dec,,
A,8,83.00,N,N,N,N,29-Nov,7.9,7.9
A,6,82.90,N,N,N,N,29-Nov,9,8.9
A,7,81.50,N,N,N,N,2-Dec,6.8,6.8
A,8,81.40,Y,N,N,N,2-Dec,,
A,2,81.00,Y,N,N,N,20-Oct,,
A,2,80.10,N,N,N,N,14-Nov,6.8,5.8
A,8,79.60,N,N,N,N,15-Dec,,
A,7,78.30,N,N,N,N,25-Dec,,
A,6,78.10,N,N,Y,N,15-Dec,,
A,8,77.60,Y,N,N,N,4-Nov,,
A,4,77.50,N,N,N,N,15-Dec,,
A,2,77.40,N,N,N,N,25-Dec,,
A,6,77.30,N,N,N,N,25-Dec,,
A,7,75.80,Y,N,N,N,2-Dec,,
A,6,75.80,N,N,N,N,25-Dec,,
A,6,75.70,N,N,N,N,28-Dec,,
A,5,75.40,N,N,N,N,3-Nov,5.5,5.9
A,6,74.70,N,N,N,N,29-Nov,9.4,9.1
A,8,73.70,N,N,N,N,25-Dec,,
A,4,73.60,N,N,N,N,25-Dec,,
A,6,73.10,Y,N,N,N,1-Nov,,
A,6,72.90,N,N,N,N,29-Nov,9,9.4
A,8,72.90,N,N,N,N,29-Nov,8.2,9.4
A,4,72.50,N,N,N,N,25-Dec,,
A,6,72.20,N,N,N,N,29-Nov,9.2,9.4
A,8,72.20,N,N,N,N,8-Dec,,
A,5,72.10,Y,N,N,N,10-Nov,,
A,4,71.60,N,N,N,N,14-Nov,4.9,6.9
A,2,71.30,N,N,N,N,25-Dec,,
A,2,70.50,N,N,N,N,8-Dec,,
A,4,69.80,Y,N,N,N,2-Dec,,
A,3,69.20,N,N,N,N,25-Dec,,
A,5,69.00,N,N,Y,N,25-Dec,,
A,5,69.00,N,N,N,N,25-Dec,,
A,4,68.00,Y,N,N,N,2-Dec,,
A,3,66.20,N,N,N,N,15-Dec,,
A,2,65.70,N,N,N,N,14-Nov,7.2,7.8
A,2,65.60,N,N,N,N,28-Dec,,
A,8,64.90,N,N,N,N,25-Dec,,
A,6,64.80,N,N,N,N,25-Dec,,
A,6,64.00,Y,N,N,N,18-Nov,,
A,6,63.80,N,N,N,N,29-Nov,8.7,9
A,8,63.50,Y,N,N,N,18-Nov,,
A,4,63.10,N,N,N,N,25-Dec,,
A,6,62.80,N,N,N,N,8-Dec,,
A,6,61.40,Y,N,N,N,14-Nov,,
A,8,60.70,Y,N,N,N,2-Dec,,
A,5,60.60,N,N,N,N,25-Dec,,
A,8,59.90,N,N,N,N,15-Dec,,
A,5,59.80,N,N,N,N,25-Dec,,
A,2,59.30,N,N,N,N,8-Dec,,
A,7,59.10,N,N,N,N,28-Dec,,
A,5,58.90,N,N,N,N,25-Dec,,
A,6,55.10,Y,N,N,N,10-Nov,,
A,6,54.60,N,N,N,N,28-Dec,,
A,4,54.20,N,N,N,N,25-Dec,,
A,2,53.70,N,N,N,N,25-Dec,,
A,2,53.40,Y,N,N,N,2-Dec,,
A,8,53.10,N,N,N,N,25-Dec,,
A,6,52.70,N,N,N,N,25-Dec,,
A,8,51.90,N,N,N,N,25-Dec,,
A,7,51.40,N,N,N,N,25-Dec,,
A,2,51.00,N,N,N,N,25-Dec,,
A,1,51.00,N,N,N,N,25-Dec,,
A,2,50.10,N,N,N,N,25-Dec,,
A,6,48.30,N,N,N,N,15-Dec,,
A,6,48.30,N,N,N,N,25-Dec,,
A,3,48.20,N,N,N,N,8-Dec,,
A,2,46.10,N,N,N,N,25-Dec,,
A,2,45.00,N,N,N,N,25-Dec,,
A,8,43.90,N,N,N,N,25-Dec,,
A,6,43.00,N,N,N,N,28-Dec,,
A,2,42.20,N,N,N,N,28-Dec,,
A,2,42.00,N,N,N,N,25-Dec,,
A,5,41.70,N,N,N,N,25-Dec,,
A,8,41.40,N,N,N,N,25-Dec,,
A,4,40.20,N,N,N,N,25-Dec,,
A,2,39.50,N,N,N,N,28-Dec,,
A,2,39.30,N,N,N,N,25-Dec,,
A,2,38.80,N,N,N,N,25-Dec,,
A,2,38.30,N,N,N,N,25-Dec,,
A,6,37.70,N,N,N,N,25-Dec,,
A,7,37.60,N,N,N,N,8-Dec,,
A,2,34.80,N,N,N,N,28-Dec,,
A,6,34.00,N,N,N,N,25-Dec,,
A,2,34.00,N,N,N,N,28-Dec,,
A,6,33.80,N,N,N,N,15-Dec,,
A,8,29.10,N,N,N,N,28-Dec,,
A,2,28.00,N,N,N,N,28-Dec,,
A,8,27.10,N,N,N,N,28-Dec,,
A,6,25.80,N,N,N,N,28-Dec,,
A,4,25.30,N,N,N,N,28-Dec,,
A,5,,Y,Y,N,N,24-Oct,,
A,6,,Y,Y,N,N,24-Oct,,
A,3,,N,N,N,N,3-Nov,,
A,6,,Y,N,N,N,10-Nov,,
A,2,,Y,N,N,N,10-Nov,,
A,8,,Y,N,N,N,10-Nov,,
A,6,,Y,N,N,N,26-Nov,,
A,8,,N,N,Y,N,10-Dec,,
A,2,,N,N,Y,N,25-Dec,,
A,7,,N,N,N,N,28-Dec,,
 C,1,257.79,N,N,N,N,3-Nov,5.3,5.7
